HW,CIN,COUT,KERNEL_SIZE,STRIDES,SCALED_FREQ
40,128,128,3,2,0.0003333333333333333
47,56,56,5,1,0.0003333333333333333
30,72,72,7,1,0.0003333333333333333
28,216,216,5,2,0.0003333333333333333
58,80,80,5,2,0.0003333333333333333
8,352,352,3,1,0.0003333333333333333
12,248,248,5,1,0.0003333333333333333
9,352,352,5,1,0.0003333333333333333
14,176,176,7,1,0.0003333333333333333
61,40,40,7,1,0.0003333333333333333
15,184,184,5,1,0.0003333333333333333
16,344,344,3,2,0.0003333333333333333
5,624,624,5,1,0.0003333333333333333
28,88,88,7,1,0.0003333333333333333
19,104,104,3,1,0.0003333333333333333
16,688,688,7,2,0.0003333333333333333
21,288,288,3,2,0.0003333333333333333
51,88,88,3,2,0.0003333333333333333
22,112,112,7,1,0.0003333333333333333
10,264,264,3,1,0.0003333333333333333
37,72,72,5,1,0.0003333333333333333
13,392,392,3,2,0.0003333333333333333
57,104,104,7,2,0.0003333333333333333
21,128,128,7,1,0.0003333333333333333
45,128,128,5,2,0.0003333333333333333
60,64,64,5,2,0.0003333333333333333
44,104,104,3,2,0.0003333333333333333
19,144,144,7,1,0.0003333333333333333
45,104,104,3,2,0.0003333333333333333
33,176,176,5,2,0.0003333333333333333
5,456,456,3,1,0.0003333333333333333
63,40,40,7,1,0.0003333333333333333
50,120,120,7,2,0.0003333333333333333
42,64,64,7,1,0.0003333333333333333
5,512,512,7,1,0.0003333333333333333
30,136,136,3,2,0.0003333333333333333
22,120,120,7,1,0.0003333333333333333
39,64,64,5,1,0.0003333333333333333
54,88,88,5,2,0.0003333333333333333
41,64,64,7,1,0.0003333333333333333
13,552,552,5,2,0.0003333333333333333
63,40,40,7,1,0.0003333333333333333
28,96,96,7,1,0.0003333333333333333
42,64,64,3,1,0.0003333333333333333
55,48,48,7,1,0.0003333333333333333
54,80,80,3,2,0.0003333333333333333
63,48,48,5,2,0.0003333333333333333
57,40,40,5,1,0.0003333333333333333
43,64,64,7,1,0.0003333333333333333
5,424,424,3,1,0.0003333333333333333
48,48,48,3,1,0.0003333333333333333
62,40,40,5,1,0.0003333333333333333
22,120,120,7,1,0.0003333333333333333
31,184,184,5,2,0.0003333333333333333
33,88,88,3,1,0.0003333333333333333
16,280,280,3,2,0.0003333333333333333
17,288,288,3,2,0.0003333333333333333
59,40,40,5,1,0.0003333333333333333
59,40,40,5,1,0.0003333333333333333
10,224,224,7,1,0.0003333333333333333
14,504,504,5,2,0.0003333333333333333
48,96,96,3,2,0.0003333333333333333
50,48,48,5,1,0.0003333333333333333
5,560,560,3,1,0.0003333333333333333
51,56,56,3,1,0.0003333333333333333
29,192,192,5,2,0.0003333333333333333
15,168,168,7,1,0.0003333333333333333
27,80,80,3,1,0.0003333333333333333
51,80,80,3,2,0.0003333333333333333
52,80,80,3,2,0.0003333333333333333
34,176,176,5,2,0.0003333333333333333
9,680,680,5,2,0.0003333333333333333
36,72,72,5,1,0.0003333333333333333
31,72,72,3,1,0.0003333333333333333
22,112,112,5,1,0.0003333333333333333
52,48,48,7,1,0.0003333333333333333
13,656,656,5,2,0.0003333333333333333
6,376,376,7,1,0.0003333333333333333
15,168,168,3,1,0.0003333333333333333
60,64,64,5,2,0.0003333333333333333
24,224,224,3,2,0.0003333333333333333
7,312,312,7,1,0.0003333333333333333
18,368,368,5,2,0.0003333333333333333
41,64,64,5,1,0.0003333333333333333
63,64,64,7,2,0.0003333333333333333
34,72,72,3,1,0.0003333333333333333
39,144,144,5,2,0.0003333333333333333
53,48,48,7,1,0.0003333333333333333
57,40,40,7,1,0.0003333333333333333
45,136,136,5,2,0.0003333333333333333
20,136,136,7,1,0.0003333333333333333
21,96,96,3,1,0.0003333333333333333
50,80,80,3,2,0.0003333333333333333
30,184,184,3,2,0.0003333333333333333
55,64,64,3,2,0.0003333333333333333
16,160,160,5,1,0.0003333333333333333
10,512,512,3,2,0.0003333333333333333
5,552,552,7,1,0.0003333333333333333
43,56,56,3,1,0.0003333333333333333
11,216,216,3,1,0.0003333333333333333
31,80,80,5,1,0.0003333333333333333
59,72,72,5,2,0.0003333333333333333
18,304,304,3,2,0.0003333333333333333
51,80,80,3,2,0.0003333333333333333
41,120,120,3,2,0.0003333333333333333
5,648,648,5,1,0.0003333333333333333
43,136,136,5,2,0.0003333333333333333
33,72,72,5,1,0.0003333333333333333
7,344,344,3,1,0.0003333333333333333
25,88,88,3,1,0.0003333333333333333
60,56,56,3,2,0.0003333333333333333
61,40,40,3,1,0.0003333333333333333
13,200,200,3,1,0.0003333333333333333
28,208,208,3,2,0.0003333333333333333
46,136,136,7,2,0.0003333333333333333
44,120,120,3,2,0.0003333333333333333
33,72,72,7,1,0.0003333333333333333
49,104,104,3,2,0.0003333333333333333
13,232,232,5,1,0.0003333333333333333
11,408,408,3,2,0.0003333333333333333
18,152,152,7,1,0.0003333333333333333
54,72,72,3,2,0.0003333333333333333
14,152,152,3,1,0.0003333333333333333
48,56,56,7,1,0.0003333333333333333
27,240,240,7,2,0.0003333333333333333
44,56,56,7,1,0.0003333333333333333
55,80,80,5,2,0.0003333333333333333
19,104,104,3,1,0.0003333333333333333
5,584,584,7,1,0.0003333333333333333
23,88,88,3,1,0.0003333333333333333
20,304,304,3,2,0.0003333333333333333
27,240,240,5,2,0.0003333333333333333
42,64,64,7,1,0.0003333333333333333
30,80,80,5,1,0.0003333333333333333
16,160,160,5,1,0.0003333333333333333
36,80,80,7,1,0.0003333333333333333
13,184,184,7,1,0.0003333333333333333
24,112,112,7,1,0.0003333333333333333
61,64,64,5,2,0.0003333333333333333
48,56,56,7,1,0.0003333333333333333
46,96,96,3,2,0.0003333333333333333
30,120,120,3,2,0.0003333333333333333
6,304,304,7,1,0.0003333333333333333
43,64,64,7,1,0.0003333333333333333
25,224,224,3,2,0.0003333333333333333
58,40,40,7,1,0.0003333333333333333
16,656,656,7,2,0.0003333333333333333
24,256,256,3,2,0.0003333333333333333
22,280,280,5,2,0.0003333333333333333
53,96,96,5,2,0.0003333333333333333
11,384,384,3,2,0.0003333333333333333
15,536,536,7,2,0.0003333333333333333
43,56,56,3,1,0.0003333333333333333
18,376,376,7,2,0.0003333333333333333
50,48,48,3,1,0.0003333333333333333
6,576,576,5,1,0.0003333333333333333
15,152,152,3,1,0.0003333333333333333
41,104,104,3,2,0.0003333333333333333
6,400,400,3,1,0.0003333333333333333
22,120,120,7,1,0.0003333333333333333
53,48,48,3,1,0.0003333333333333333
30,80,80,3,1,0.0003333333333333333
54,72,72,3,2,0.0003333333333333333
57,40,40,7,1,0.0003333333333333333
21,264,264,3,2,0.0003333333333333333
58,40,40,7,1,0.0003333333333333333
17,496,496,7,2,0.0003333333333333333
24,240,240,7,2,0.0003333333333333333
26,208,208,5,2,0.0003333333333333333
13,384,384,3,2,0.0003333333333333333
36,64,64,3,1,0.0003333333333333333
25,144,144,3,2,0.0003333333333333333
40,120,120,3,2,0.0003333333333333333
39,176,176,7,2,0.0003333333333333333
42,64,64,5,1,0.0003333333333333333
15,712,712,7,2,0.0003333333333333333
5,512,512,3,1,0.0003333333333333333
59,64,64,5,2,0.0003333333333333333
23,112,112,5,1,0.0003333333333333333
5,496,496,3,1,0.0003333333333333333
50,48,48,7,1,0.0003333333333333333
38,168,168,7,2,0.0003333333333333333
42,144,144,5,2,0.0003333333333333333
54,72,72,3,2,0.0003333333333333333
26,80,80,3,1,0.0003333333333333333
51,48,48,3,1,0.0003333333333333333
39,64,64,3,1,0.0003333333333333333
61,72,72,7,2,0.0003333333333333333
60,40,40,7,1,0.0003333333333333333
48,88,88,3,2,0.0003333333333333333
5,648,648,5,1,0.0003333333333333333
51,128,128,7,2,0.0003333333333333333
59,40,40,3,1,0.0003333333333333333
16,280,280,3,2,0.0003333333333333333
5,496,496,3,1,0.0003333333333333333
7,280,280,7,1,0.0003333333333333333
17,336,336,5,2,0.0003333333333333333
39,72,72,3,1,0.0003333333333333333
5,488,488,3,1,0.0003333333333333333
46,56,56,5,1,0.0003333333333333333
6,368,368,3,1,0.0003333333333333333
63,40,40,5,1,0.0003333333333333333
22,248,248,7,2,0.0003333333333333333
46,56,56,7,1,0.0003333333333333333
42,64,64,7,1,0.0003333333333333333
18,320,320,5,2,0.0003333333333333333
63,40,40,7,1,0.0003333333333333333
41,72,72,3,1,0.0003333333333333333
63,40,40,5,1,0.0003333333333333333
49,56,56,3,1,0.0003333333333333333
43,120,120,3,2,0.0003333333333333333
30,184,184,5,2,0.0003333333333333333
39,168,168,7,2,0.0003333333333333333
18,336,336,5,2,0.0003333333333333333
10,256,256,3,1,0.0003333333333333333
21,96,96,3,1,0.0003333333333333333
43,128,128,5,2,0.0003333333333333333
14,160,160,3,1,0.0003333333333333333
13,200,200,5,1,0.0003333333333333333
5,504,504,3,1,0.0003333333333333333
59,40,40,5,1,0.0003333333333333333
30,80,80,5,1,0.0003333333333333333
54,88,88,5,2,0.0003333333333333333
5,448,448,3,1,0.0003333333333333333
51,80,80,3,2,0.0003333333333333333
51,48,48,7,1,0.0003333333333333333
14,448,448,5,2,0.0003333333333333333
55,104,104,7,2,0.0003333333333333333
48,48,48,7,1,0.0003333333333333333
53,48,48,5,1,0.0003333333333333333
5,528,528,7,1,0.0003333333333333333
49,48,48,5,1,0.0003333333333333333
51,48,48,5,1,0.0003333333333333333
44,120,120,5,2,0.0003333333333333333
60,72,72,5,2,0.0003333333333333333
21,296,296,3,2,0.0003333333333333333
57,72,72,5,2,0.0003333333333333333
25,224,224,5,2,0.0003333333333333333
62,40,40,5,1,0.0003333333333333333
39,160,160,7,2,0.0003333333333333333
6,688,688,5,2,0.0003333333333333333
27,192,192,3,2,0.0003333333333333333
6,416,416,3,1,0.0003333333333333333
56,48,48,3,2,0.0003333333333333333
23,280,280,5,2,0.0003333333333333333
5,512,512,3,1,0.0003333333333333333
54,80,80,3,2,0.0003333333333333333
46,56,56,5,1,0.0003333333333333333
53,104,104,7,2,0.0003333333333333333
16,168,168,7,1,0.0003333333333333333
58,64,64,3,2,0.0003333333333333333
28,96,96,7,1,0.0003333333333333333
44,56,56,5,1,0.0003333333333333333
27,208,208,5,2,0.0003333333333333333
52,48,48,7,1,0.0003333333333333333
62,72,72,7,2,0.0003333333333333333
38,64,64,3,1,0.0003333333333333333
47,112,112,3,2,0.0003333333333333333
5,624,624,5,1,0.0003333333333333333
16,640,640,7,2,0.0003333333333333333
31,192,192,5,2,0.0003333333333333333
5,624,624,5,1,0.0003333333333333333
17,112,112,3,1,0.0003333333333333333
56,64,64,3,2,0.0003333333333333333
20,136,136,7,1,0.0003333333333333333
55,72,72,3,2,0.0003333333333333333
5,560,560,3,1,0.0003333333333333333
11,280,280,5,1,0.0003333333333333333
56,40,40,7,1,0.0003333333333333333
24,104,104,5,1,0.0003333333333333333
25,248,248,5,2,0.0003333333333333333
30,80,80,5,1,0.0003333333333333333
13,184,184,3,1,0.0003333333333333333
20,144,144,7,1,0.0003333333333333333
59,40,40,7,1,0.0003333333333333333
14,344,344,3,2,0.0003333333333333333
57,80,80,5,2,0.0003333333333333333
43,120,120,3,2,0.0003333333333333333
6,480,480,3,1,0.0003333333333333333
14,656,656,5,2,0.0003333333333333333
62,40,40,5,1,0.0003333333333333333
15,336,336,3,2,0.0003333333333333333
30,72,72,3,1,0.0003333333333333333
19,312,312,5,2,0.0003333333333333333
57,40,40,5,1,0.0003333333333333333
14,200,200,3,1,0.0003333333333333333
12,272,272,5,1,0.0003333333333333333
14,512,512,5,2,0.0003333333333333333
30,176,176,3,2,0.0003333333333333333
5,576,576,5,1,0.0003333333333333333
42,64,64,5,1,0.0003333333333333333
50,48,48,7,1,0.0003333333333333333
16,184,184,5,1,0.0003333333333333333
44,152,152,7,2,0.0003333333333333333
56,88,88,5,2,0.0003333333333333333
51,48,48,5,1,0.0003333333333333333
21,272,272,3,2,0.0003333333333333333
37,152,152,3,2,0.0003333333333333333
40,64,64,3,1,0.0003333333333333333
45,56,56,7,1,0.0003333333333333333
56,40,40,5,1,0.0003333333333333333
5,528,528,3,1,0.0003333333333333333
12,632,632,5,2,0.0003333333333333333
24,104,104,5,1,0.0003333333333333333
20,112,112,3,1,0.0003333333333333333
25,112,112,7,1,0.0003333333333333333
15,168,168,5,1,0.0003333333333333333
55,48,48,7,1,0.0003333333333333333
34,184,184,3,2,0.0003333333333333333
6,544,544,3,1,0.0003333333333333333
63,40,40,5,1,0.0003333333333333333
56,112,112,7,2,0.0003333333333333333
32,120,120,3,2,0.0003333333333333333
53,72,72,3,2,0.0003333333333333333
55,48,48,5,1,0.0003333333333333333
25,104,104,7,1,0.0003333333333333333
16,176,176,5,1,0.0003333333333333333
15,152,152,7,1,0.0003333333333333333
53,88,88,5,2,0.0003333333333333333
12,360,360,3,2,0.0003333333333333333
55,48,48,5,1,0.0003333333333333333
49,48,48,3,1,0.0003333333333333333
5,520,520,3,1,0.0003333333333333333
11,160,160,7,1,0.0003333333333333333
53,48,48,7,1,0.0003333333333333333
33,80,80,7,1,0.0003333333333333333
61,40,40,7,1,0.0003333333333333333
34,80,80,7,1,0.0003333333333333333
5,592,592,5,1,0.0003333333333333333
58,40,40,5,1,0.0003333333333333333
61,64,64,5,2,0.0003333333333333333
38,64,64,5,1,0.0003333333333333333
59,40,40,5,1,0.0003333333333333333
35,72,72,5,1,0.0003333333333333333
39,128,128,3,2,0.0003333333333333333
40,64,64,3,1,0.0003333333333333333
10,280,280,5,1,0.0003333333333333333
9,256,256,3,1,0.0003333333333333333
47,56,56,3,1,0.0003333333333333333
20,104,104,3,1,0.0003333333333333333
49,120,120,7,2,0.0003333333333333333
59,40,40,5,1,0.0003333333333333333
13,160,160,3,1,0.0003333333333333333
16,552,552,7,2,0.0003333333333333333
6,432,432,3,1,0.0003333333333333333
36,176,176,7,2,0.0003333333333333333
23,112,112,7,1,0.0003333333333333333
31,80,80,5,1,0.0003333333333333333
59,64,64,5,2,0.0003333333333333333
51,48,48,7,1,0.0003333333333333333
53,48,48,3,1,0.0003333333333333333
41,136,136,3,2,0.0003333333333333333
10,544,544,5,2,0.0003333333333333333
20,128,128,3,1,0.0003333333333333333
48,128,128,7,2,0.0003333333333333333
9,256,256,7,1,0.0003333333333333333
5,488,488,3,1,0.0003333333333333333
51,104,104,5,2,0.0003333333333333333
35,72,72,7,1,0.0003333333333333333
29,88,88,7,1,0.0003333333333333333
58,104,104,7,2,0.0003333333333333333
32,80,80,3,1,0.0003333333333333333
4,560,560,7,1,0.0003333333333333333
32,184,184,3,2,0.0003333333333333333
52,48,48,7,1,0.0003333333333333333
16,152,152,7,1,0.0003333333333333333
5,480,480,7,1,0.0003333333333333333
46,56,56,3,1,0.0003333333333333333
59,40,40,3,1,0.0003333333333333333
15,640,640,7,2,0.0003333333333333333
24,96,96,5,1,0.0003333333333333333
14,192,192,3,1,0.0003333333333333333
32,72,72,5,1,0.0003333333333333333
22,88,88,3,1,0.0003333333333333333
45,72,72,3,2,0.0003333333333333333
42,136,136,5,2,0.0003333333333333333
42,152,152,7,2,0.0003333333333333333
62,56,56,5,2,0.0003333333333333333
21,128,128,7,1,0.0003333333333333333
36,144,144,3,2,0.0003333333333333333
5,600,600,5,1,0.0003333333333333333
19,136,136,5,1,0.0003333333333333333
41,168,168,7,2,0.0003333333333333333
8,360,360,3,1,0.0003333333333333333
24,112,112,7,1,0.0003333333333333333
17,296,296,3,2,0.0003333333333333333
23,104,104,3,1,0.0003333333333333333
58,40,40,5,1,0.0003333333333333333
13,368,368,3,2,0.0003333333333333333
25,104,104,7,1,0.0003333333333333333
8,352,352,5,1,0.0003333333333333333
58,40,40,5,1,0.0003333333333333333
33,176,176,3,2,0.0003333333333333333
50,48,48,3,1,0.0003333333333333333
52,48,48,3,1,0.0003333333333333333
48,56,56,7,1,0.0003333333333333333
58,80,80,5,2,0.0003333333333333333
41,120,120,3,2,0.0003333333333333333
49,120,120,5,2,0.0003333333333333333
15,144,144,3,1,0.0003333333333333333
5,616,616,5,1,0.0003333333333333333
52,80,80,3,2,0.0003333333333333333
37,136,136,3,2,0.0003333333333333333
13,224,224,3,1,0.0003333333333333333
12,696,696,7,2,0.0003333333333333333
15,704,704,7,2,0.0003333333333333333
39,64,64,3,1,0.0003333333333333333
64,32,32,5,1,0.0003333333333333333
61,40,40,7,1,0.0003333333333333333
35,72,72,5,1,0.0003333333333333333
13,208,208,7,1,0.0003333333333333333
51,112,112,5,2,0.0003333333333333333
42,64,64,7,1,0.0003333333333333333
10,296,296,3,1,0.0003333333333333333
40,64,64,3,1,0.0003333333333333333
38,64,64,3,1,0.0003333333333333333
37,64,64,5,1,0.0003333333333333333
40,120,120,3,2,0.0003333333333333333
5,592,592,3,1,0.0003333333333333333
63,48,48,5,2,0.0003333333333333333
28,200,200,5,2,0.0003333333333333333
23,120,120,7,1,0.0003333333333333333
39,64,64,7,1,0.0003333333333333333
5,432,432,7,1,0.0003333333333333333
53,48,48,5,1,0.0003333333333333333
29,96,96,7,1,0.0003333333333333333
32,88,88,7,1,0.0003333333333333333
24,96,96,3,1,0.0003333333333333333
40,64,64,3,1,0.0003333333333333333
12,648,648,5,2,0.0003333333333333333
15,160,160,7,1,0.0003333333333333333
50,120,120,7,2,0.0003333333333333333
50,88,88,3,2,0.0003333333333333333
8,312,312,3,1,0.0003333333333333333
37,72,72,5,1,0.0003333333333333333
23,120,120,7,1,0.0003333333333333333
49,48,48,5,1,0.0003333333333333333
20,136,136,5,1,0.0003333333333333333
16,152,152,7,1,0.0003333333333333333
27,104,104,7,1,0.0003333333333333333
61,40,40,5,1,0.0003333333333333333
5,440,440,3,1,0.0003333333333333333
51,48,48,3,1,0.0003333333333333333
44,64,64,3,1,0.0003333333333333333
6,704,704,5,1,0.0003333333333333333
41,64,64,7,1,0.0003333333333333333
22,96,96,3,1,0.0003333333333333333
47,56,56,7,1,0.0003333333333333333
49,104,104,3,2,0.0003333333333333333
47,56,56,3,1,0.0003333333333333333
28,96,96,7,1,0.0003333333333333333
16,424,424,7,2,0.0003333333333333333
42,96,96,3,2,0.0003333333333333333
29,88,88,7,1,0.0003333333333333333
51,96,96,5,2,0.0003333333333333333
10,184,184,7,1,0.0003333333333333333
25,240,240,3,2,0.0003333333333333333
21,352,352,7,2,0.0003333333333333333
36,152,152,5,2,0.0003333333333333333
21,120,120,7,1,0.0003333333333333333
28,80,80,3,1,0.0003333333333333333
6,384,384,3,1,0.0003333333333333333
4,528,528,7,1,0.0003333333333333333
49,96,96,3,2,0.0003333333333333333
15,392,392,5,2,0.0003333333333333333
24,200,200,3,2,0.0003333333333333333
36,72,72,3,1,0.0003333333333333333
43,64,64,7,1,0.0003333333333333333
49,48,48,5,1,0.0003333333333333333
57,80,80,5,2,0.0003333333333333333
45,56,56,3,1,0.0003333333333333333
32,72,72,3,1,0.0003333333333333333
5,480,480,3,1,0.0003333333333333333
52,48,48,7,1,0.0003333333333333333
5,680,680,5,1,0.0003333333333333333
14,672,672,7,2,0.0003333333333333333
8,384,384,5,1,0.0003333333333333333
5,632,632,5,1,0.0003333333333333333
16,168,168,5,1,0.0003333333333333333
29,216,216,3,2,0.0003333333333333333
5,552,552,3,1,0.0003333333333333333
23,112,112,7,1,0.0003333333333333333
38,64,64,3,1,0.0003333333333333333
51,48,48,3,1,0.0003333333333333333
7,384,384,3,1,0.0003333333333333333
45,56,56,3,1,0.0003333333333333333
42,64,64,7,1,0.0003333333333333333
21,104,104,3,1,0.0003333333333333333
42,64,64,3,1,0.0003333333333333333
61,48,48,3,2,0.0003333333333333333
39,64,64,5,1,0.0003333333333333333
5,464,464,3,1,0.0003333333333333333
5,464,464,3,1,0.0003333333333333333
33,80,80,3,1,0.0003333333333333333
32,88,88,7,1,0.0003333333333333333
48,48,48,5,1,0.0003333333333333333
15,656,656,7,2,0.0003333333333333333
29,208,208,3,2,0.0003333333333333333
62,40,40,7,1,0.0003333333333333333
32,184,184,5,2,0.0003333333333333333
39,120,120,3,2,0.0003333333333333333
21,128,128,7,1,0.0003333333333333333
23,176,176,3,2,0.0003333333333333333
57,64,64,3,2,0.0003333333333333333
13,712,712,7,2,0.0003333333333333333
64,32,32,7,1,0.0003333333333333333
53,56,56,3,2,0.0003333333333333333
28,80,80,3,1,0.0003333333333333333
43,56,56,5,1,0.0003333333333333333
38,72,72,5,1,0.0003333333333333333
20,120,120,7,1,0.0003333333333333333
55,64,64,3,2,0.0003333333333333333
24,104,104,5,1,0.0003333333333333333
38,64,64,3,1,0.0003333333333333333
5,664,664,5,1,0.0003333333333333333
50,48,48,3,1,0.0003333333333333333
45,56,56,3,1,0.0003333333333333333
22,120,120,7,1,0.0003333333333333333
7,280,280,7,1,0.0003333333333333333
10,408,408,3,2,0.0003333333333333333
17,144,144,7,1,0.0003333333333333333
15,664,664,7,2,0.0003333333333333333
59,64,64,5,2,0.0003333333333333333
45,56,56,7,1,0.0003333333333333333
5,432,432,7,1,0.0003333333333333333
42,120,120,3,2,0.0003333333333333333
14,152,152,3,1,0.0003333333333333333
25,216,216,7,2,0.0003333333333333333
46,56,56,5,1,0.0003333333333333333
31,80,80,3,1,0.0003333333333333333
18,144,144,7,1,0.0003333333333333333
55,104,104,7,2,0.0003333333333333333
5,464,464,7,1,0.0003333333333333333
15,144,144,3,1,0.0003333333333333333
40,144,144,5,2,0.0003333333333333333
17,320,320,5,2,0.0003333333333333333
40,72,72,7,1,0.0003333333333333333
48,120,120,5,2,0.0003333333333333333
24,112,112,5,1,0.0003333333333333333
61,40,40,3,1,0.0003333333333333333
21,96,96,3,1,0.0003333333333333333
45,64,64,3,1,0.0003333333333333333
30,192,192,3,2,0.0003333333333333333
10,512,512,3,2,0.0003333333333333333
57,40,40,3,1,0.0003333333333333333
5,560,560,5,1,0.0003333333333333333
24,112,112,7,1,0.0003333333333333333
44,120,120,5,2,0.0003333333333333333
47,112,112,5,2,0.0003333333333333333
43,128,128,5,2,0.0003333333333333333
59,40,40,7,1,0.0003333333333333333
20,152,152,3,1,0.0003333333333333333
23,264,264,5,2,0.0003333333333333333
7,312,312,3,1,0.0003333333333333333
27,88,88,5,1,0.0003333333333333333
14,360,360,3,2,0.0003333333333333333
19,112,112,3,1,0.0003333333333333333
22,112,112,7,1,0.0003333333333333333
49,56,56,5,1,0.0003333333333333333
17,304,304,3,2,0.0003333333333333333
4,648,648,5,1,0.0003333333333333333
50,80,80,3,2,0.0003333333333333333
11,544,544,5,2,0.0003333333333333333
25,232,232,5,2,0.0003333333333333333
37,152,152,3,2,0.0003333333333333333
19,104,104,3,1,0.0003333333333333333
54,88,88,5,2,0.0003333333333333333
48,72,72,3,2,0.0003333333333333333
5,576,576,7,1,0.0003333333333333333
5,656,656,5,1,0.0003333333333333333
26,88,88,5,1,0.0003333333333333333
37,128,128,3,2,0.0003333333333333333
5,520,520,7,1,0.0003333333333333333
41,120,120,3,2,0.0003333333333333333
40,72,72,7,1,0.0003333333333333333
22,104,104,7,1,0.0003333333333333333
12,192,192,3,1,0.0003333333333333333
42,56,56,3,1,0.0003333333333333333
58,40,40,7,1,0.0003333333333333333
40,56,56,5,1,0.0003333333333333333
52,48,48,7,1,0.0003333333333333333
43,120,120,3,2,0.0003333333333333333
18,336,336,5,2,0.0003333333333333333
45,120,120,3,2,0.0003333333333333333
26,96,96,5,1,0.0003333333333333333
59,64,64,5,2,0.0003333333333333333
57,64,64,3,2,0.0003333333333333333
15,680,680,7,2,0.0003333333333333333
27,240,240,7,2,0.0003333333333333333
40,136,136,5,2,0.0003333333333333333
43,128,128,5,2,0.0003333333333333333
34,80,80,7,1,0.0003333333333333333
22,104,104,3,1,0.0003333333333333333
54,72,72,3,2,0.0003333333333333333
55,48,48,3,1,0.0003333333333333333
38,144,144,3,2,0.0003333333333333333
11,592,592,5,2,0.0003333333333333333
53,48,48,7,1,0.0003333333333333333
36,72,72,5,1,0.0003333333333333333
28,80,80,3,1,0.0003333333333333333
14,640,640,5,2,0.0003333333333333333
13,608,608,5,2,0.0003333333333333333
24,120,120,7,1,0.0003333333333333333
29,200,200,5,2,0.0003333333333333333
50,112,112,5,2,0.0003333333333333333
21,128,128,7,1,0.0003333333333333333
19,448,448,5,2,0.0003333333333333333
48,56,56,7,1,0.0003333333333333333
27,224,224,5,2,0.0003333333333333333
5,688,688,5,1,0.0003333333333333333
49,88,88,3,2,0.0003333333333333333
53,48,48,5,1,0.0003333333333333333
28,248,248,7,2,0.0003333333333333333
37,64,64,3,1,0.0003333333333333333
6,472,472,3,1,0.0003333333333333333
35,176,176,7,2,0.0003333333333333333
17,136,136,3,1,0.0003333333333333333
19,136,136,7,1,0.0003333333333333333
52,112,112,7,2,0.0003333333333333333
61,40,40,7,1,0.0003333333333333333
34,72,72,7,1,0.0003333333333333333
7,536,536,3,1,0.0003333333333333333
61,40,40,5,1,0.0003333333333333333
52,72,72,3,2,0.0003333333333333333
46,56,56,7,1,0.0003333333333333333
36,80,80,3,1,0.0003333333333333333
59,88,88,7,2,0.0003333333333333333
52,80,80,3,2,0.0003333333333333333
41,136,136,5,2,0.0003333333333333333
12,256,256,5,1,0.0003333333333333333
15,168,168,7,1,0.0003333333333333333
9,712,712,7,2,0.0003333333333333333
6,296,296,7,1,0.0003333333333333333
26,112,112,3,1,0.0003333333333333333
14,680,680,7,2,0.0003333333333333333
37,152,152,3,2,0.0003333333333333333
48,56,56,7,1,0.0003333333333333333
13,304,304,3,2,0.0003333333333333333
18,136,136,7,1,0.0003333333333333333
39,64,64,3,1,0.0003333333333333333
24,256,256,5,2,0.0003333333333333333
57,40,40,5,1,0.0003333333333333333
